name,city,price,stars,rating_text,num_reviews,total_rating,staff,facilities,cleanliness,comfort,value_for_money,location_rating
Dhaka Comfort Inn & Suite,"Uttara, Dhaka","BDT 2,769",0,Review score,12,4.9,4.6,6.7,2.5,-1,-1,-1
Impressa on Shah,Dhaka,"BDT 4,984",0,Very Good,4,8.5,8.8,8.8,7.5,-1,-1,-1
3 bedroom fully furnished Gulshan apartment,"Gulshan, Dhaka","BDT 6,645",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Quality Home,Cox's Bazar,"BDT 2,769",1,Review score,2,3.5,7.5,7.5,7.5,7.5,-1,-1
Fakhruddin Villa,"Mirpur, Dhaka","BDT 1,329",0,Review score,3,2,2.5,2.5,2.5,-1,-1,-1
University Boys Hostel,Dhaka,"BDT 2,990",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Cox Rotana,Cox's Bazar,"BDT 3,101",3,Review score,6,2.8,5,4,4.5,-1,-1,-1
Hotel Metro International,Sylhet,"BDT 4,984",3,Review score,32,6.9,7.5,7.7,7.3,7.6,5,-1
Delowar Paradise,Cox's Bazar,"BDT 4,430",0,Review score,7,3.9,6.1,-1,-1,-1,-1,-1
Meridian Hotel & Restaurant Chattogram,Chittagong,"BDT 6,280",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Grand Park Hotel,Chittagong,"BDT 3,987",0,Review score,22,5.4,5.5,8,6.3,-1,-1,-1
Hotel Swiss Garden International,Chittagong,"BDT 2,215",1,Review score,6,5.7,7.5,6.7,5.8,-1,-1,-1
CHL Serviced Apartments,Dhaka,"BDT 5,831",0,Review score,2,3.5,5,-1,-1,-1,-1,-1
Hotel Khan View,Sylhet,"BDT 4,707",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Sea View Flat Cox's Bazar,Kelātali,"BDT 7,863",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Cheap Private Room in Mirpur,Dhaka,"BDT 1,701",0,Review score,3,3,3.3,3.3,-1,-1,-1,-1
Elite Cox's Resort,Cox's Bazar,"BDT 1,550",0,Review score,26,6.6,6.9,-1,-1,-1,-1,-1
Cox Sea View Apartment,Kelātali,"BDT 7,370",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Rose Haven Residential,Dhaka,"BDT 1,661",0,Review score,5,3.8,7,-1,-1,-1,-1,-1
Ocean View,Cox's Bazar,"BDT 3,322",0,Review score,3,3.3,5.8,-1,-1,-1,-1,-1
Angel Resort & Restaurant,Cox's Bazar,"BDT 3,322",0,Review score,6,6.5,6.7,-1,-1,-1,-1,-1
Heritage BR,Chittagong,"BDT 2,436",0,Review score,2,1,3.8,-1,-1,-1,-1,-1
Green House,"Uttara, Dhaka","BDT 3,765",3,Review score,1,3,5,2.5,2.5,7.5,-1,-1
King’s palace,Dhaka,"BDT 2,315",0,Review score,1,1,2.5,-1,-1,-1,-1,-1
King’s palace,Dhaka,"BDT 2,315",0,Review score,1,1,2.5,-1,-1,-1,-1,-1
"Shopno chura, addarmore,Aftabnag, Dhaka 1212",Dhaka,"BDT 6,025",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Maple Service Apartment,Sylhet,"BDT 7,974",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Khondoker American Villa,Lālabāzār,"BDT 3,907",0,Review score,0,0,-1,-1,-1,-1,-1,-1
"Apartment in Bashundhara, Dhaka, Belaneel",Joār Sāhāra,"BDT 3,876",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Grand Beach Resort,Cox's Bazar,"BDT 1,661",0,Review score,33,4.7,5.2,6.3,5,-1,-1,-1
SALAMPALACE,Sylhet,"BDT 8,771",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Arcane,Cox's Bazar,"BDT 3,101",0,Review score,7,3.6,5.4,5.7,-1,-1,-1,-1
Star Residence,"Uttara, Dhaka","BDT 4,430",3,Review score,0,0,-1,-1,-1,-1,-1,-1
THE AVENUE HOTEL & SUITES,Chittagong,"BDT 7,309",3,Review score,18,5.6,6.5,7.2,5.3,7.1,7,-1
Maui Resort,Cox's Bazar,"BDT 3,876",3,Review score,7,6.3,6.4,6.1,7.5,-1,-1,-1
The Koitorinir,Sylhet,"BDT 4,679",0,Exceptional,1,10,10,-1,-1,-1,-1,-1
Quality Inn Dhaka,"Gulshan, Dhaka","BDT 3,667",3,Review score,28,5.3,6.4,6.6,6.3,5.7,7.6,5.8
Hotel The Grand Sandy,Cox's Bazar,"BDT 3,544",0,Good,1,7,5,-1,-1,-1,-1,-1
Fercem Inn And Suites,Cox's Bazar,"BDT 3,489",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Khurshed Express Residential,Dhaka,"BDT 2,547",2,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Surma Residential,Dhaka,"BDT 1,440",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Marine Plaza,Cox's Bazar,"BDT 2,215",0,Review score,5,3.4,6,7.5,5,-1,-1,-1
Royal Palm Hotel,Sylhet,"BDT 3,544",0,Review score,33,6.4,7.2,8.1,7.5,-1,-1,-1
Palm Tree Business Hotel-孟加拉椰林国际商务酒店,"Gulshan, Dhaka","BDT 12,404",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Shejuti Moon Garden,Dhaka,"BDT 2,392",0,Review score,0,0,-1,-1,-1,-1,-1,-1
3 Bedroom Luxurious Apartment at Diabari,Dhaka,"BDT 5,261",0,Review score,3,5.3,2.5,-1,-1,-1,-1,-1
Hotel Grand Amir International,Dhaka,"BDT 3,295",2,Review score,0,0,-1,-1,-1,-1,-1,-1
Home Stay Bashundhara,Dhaka,"BDT 2,769",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Daily Room Rent near Stadium in Mirpur 2,"Mirpur, Dhaka","BDT 2,436",0,Exceptional,1,10,10,-1,-1,-1,-1,-1
Daily Room Rent near Stadium in Mirpur 2,"Mirpur, Dhaka","BDT 2,436",0,Exceptional,1,10,10,-1,-1,-1,-1,-1
Hotel Zam Zam International,Dhaka,"BDT 8,373",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Bashundhara Cottage,Dhaka,"BDT 3,987",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Sunset Bay Hotel,Cox's Bazar,"BDT 3,101",0,Review score,7,6,5.8,-1,-1,-1,-1,-1
"3-Bedroom Apartment in Lalmatia, Mohammedpur",Dhaka,"BDT 6,645",0,Review score,3,3.7,-1,-1,-1,-1,-1,-1
Bay's Brookwood,"Gulshan, Dhaka","BDT 7,974",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hossen Monjil Block F Road 21 Bashundhara,Dhaka,"BDT 1,904",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Naioree Studio Apartment,Cox's Bazar,"BDT 2,215",0,Review score,1,1,2.5,-1,-1,-1,-1,-1
Sea Breeze Resort,Cox's Bazar,"BDT 3,533",3,Review score,3,6.3,7.5,7.5,7.5,-1,-1,-1
Hotel Opera Ocean,Cox's Bazar,"BDT 3,101",0,Review score,6,4.7,7.5,-1,-1,-1,-1,-1
Bashundhara Bilash,Dhaka,"BDT 2,049",0,Review score,2,5.5,2.5,-1,-1,-1,-1,-1
Urban Retreat,Dhaka,"BDT 2,481",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Givenci Farmgate,Dhaka,"BDT 2,802",0,Review score,2,4,7.5,-1,-1,-1,-1,-1
Shopno Bilash Holiday Suites,Cox's Bazar,"BDT 5,537",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Sinbad Experience Resort & Beyond,Jaliapāra,"BDT 8,085",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Nazimgarh Garden Resort,Sylhet,"BDT 13,068",4,Review score,0,0,-1,-1,-1,-1,-1,-1
Dwip Kutir Resort Saintmartin,Jaliapāra,"BDT 3,655",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Mirabazar,Sylhet,"BDT 8,306",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Rose Garden,Chittagong,"BDT 2,711",3,Review score,10,3.5,4.3,4.5,4.3,5.3,5,-1
Monem's house,Dhaka,"BDT 1,329",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Mohammadia Guest House,Cox's Bazar,"BDT 2,215",0,Review score,5,1.8,6.9,-1,-1,-1,-1,-1
"Airly, bright secured flat, Zigatola, Dhanmondi",Dhaka,"BDT 3,939",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Blue Moon,Chittagong,"BDT 2,990",3,Review score,4,4.8,5.6,5.8,6.7,-1,-1,-1
Service Apartment,Banani Model Town,"BDT 6,707",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Beautiful 3 -Bed Apartment in Uttara Dhaka,"Uttara, Dhaka","BDT 11,075",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Beautiful 3 -Bed Apartment in Uttara Dhaka,"Uttara, Dhaka","BDT 11,075",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Airport Family Suites AC Lift 24*7 Security at Uttara,"Uttara, Dhaka","BDT 6,534",0,Review score,0,0,-1,-1,-1,-1,-1,-1
One bed fully furnished service apartment in bashundhara,Dhaka,"BDT 3,544",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Opera Ocean,Cox's Bazar,"BDT 3,544",0,Review score,6,4.7,7.5,-1,-1,-1,-1,-1
Nazimgarh Garden Resort,Sylhet,"BDT 13,068",4,Review score,0,0,-1,-1,-1,-1,-1,-1
Realx,Dhaka,"BDT 1,661",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Elaf International,Cox's Bazar,"BDT 3,101",3,Review score,8,5.5,6.8,6.4,6.1,-1,-1,-1
Hyperion Sea View,Cox's Bazar,"BDT 6,091",0,Review score,4,2.8,3.8,4.4,-1,-1,-1,-1
Lemon Tree,Cox's Bazar,"BDT 2,769",0,Review score,4,5.3,5.6,-1,-1,-1,-1,-1
Dream Palace Resort,Cox's Bazar,"BDT 3,101",0,Exceptional,1,10,10,-1,-1,-1,-1,-1
Yahiya,Sylhet,"BDT 5,582",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Samudro Bari,Cox's Bazar,"BDT 6,168",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Resort Islandia,Cox's Bazar,"BDT 4,485",1,Review score,0,0,-1,-1,-1,-1,-1,-1
Sandy Beach Resort & Restaurant,Cox's Bazar,"BDT 4,430",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel South Beach,Cox's Bazar,"BDT 3,777",3,Review score,4,3,3.3,5.6,4.4,6.3,-1,-1
Shamuda Waves Resort,Kelātali,"BDT 3,876",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Daily Rent in Bashundara,Dhaka,"BDT 2,769",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Sheikh Vila,Sylhet,"BDT 2,215",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Western Planet,"Uttara, Dhaka","BDT 2,769",0,Review score,5,4.8,6.9,-1,-1,-1,-1,-1
3 Bedrooms flat Lalmatia Behind Dhanmondi 27,Dhaka,"BDT 5,931",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Guest House,Dhaka,"BDT 33,225",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Kharpara mirabazar,Sylhet,"BDT 1,772",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Oasis International,Cox's Bazar,"BDT 3,544",0,Review score,5,3.6,6,-1,-1,-1,-1,-1
Hotel Esplanade,Cox's Bazar,"BDT 3,322",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Cox Hill Tower,Cox's Bazar,"BDT 4,264",3,Review score,4,3.5,3.8,3.1,5,6.9,-1,-1
